dispositive	date_log_in	time_log_in	date_log_out	time_log_out	datetime_log_in	datetime_log_out	time_pass	time_pass_hour	time_pass_minute	time_pass_second
Smartphone	22/8/2020	21:42	22/8/2020	21:47	22/8/2020 21:42	22/8/2020 21:47	00:05	0,09	5,25	315
Smartphone	22/8/2020	21:52	22/8/2020	21:55	22/8/2020 21:52	22/8/2020 21:55	00:03	0,06	3,72	223
Smartphone	22/8/2020	22:06	22/8/2020	22:13	22/8/2020 22:06	22/8/2020 22:13	00:07	0,12	7,20	432
Smartphone	22/8/2020	22:35	22/8/2020	22:37	22/8/2020 22:35	22/8/2020 22:37	00:01	0,03	1,77	106
Smartphone	22/8/2020	22:45	22/8/2020	22:47	22/8/2020 22:45	22/8/2020 22:47	00:02	0,03	2,02	121
Smartphone	22/8/2020	22:51	22/8/2020	22:52	22/8/2020 22:51	22/8/2020 22:52	00:01	0,02	1,02	61
Smartphone	22/8/2020	23:05	22/8/2020	23:08	22/8/2020 23:05	22/8/2020 23:08	00:03	0,06	3,48	209
Smartphone	22/8/2020	23:17	22/8/2020	23:21	22/8/2020 23:17	22/8/2020 23:21	00:04	0,07	4,22	253
Smartphone	22/8/2020	23:32	22/8/2020	23:42	22/8/2020 23:32	22/8/2020 23:42	00:09	0,16	9,58	575
Smartphone	23/8/2020	11:06	23/8/2020	11:09	23/8/2020 11:06	23/8/2020 11:09	00:03	0,06	3,47	208
Smartphone	23/8/2020	12:24	23/8/2020	12:26	23/8/2020 12:24	23/8/2020 12:26	00:02	0,03	2,02	121
Smartphone	23/8/2020	12:37	23/8/2020	12:42	23/8/2020 12:37	23/8/2020 12:42	00:05	0,09	5,23	314
Smartphone	23/8/2020	12:47	23/8/2020	12:58	23/8/2020 12:47	23/8/2020 12:58	00:11	0,19	11,32	679
Smartphone	23/8/2020	13:31	23/8/2020	13:34	23/8/2020 13:31	23/8/2020 13:34	00:02	0,05	2,90	174
Smartphone	23/8/2020	13:37	23/8/2020	13:40	23/8/2020 13:37	23/8/2020 13:40	00:03	0,05	3,07	184
Smartphone	23/8/2020	13:58	23/8/2020	14:01	23/8/2020 13:58	23/8/2020 14:01	00:03	0,05	3,13	188
Smartphone	23/8/2020	14:07	23/8/2020	14:14	23/8/2020 14:07	23/8/2020 14:14	00:06	0,11	6,55	393
Smartphone	23/8/2020	14:34	23/8/2020	14:37	23/8/2020 14:34	23/8/2020 14:37	00:02	0,04	2,23	134
Smartphone	23/8/2020	15:21	23/8/2020	15:25	23/8/2020 15:21	23/8/2020 15:25	00:04	0,07	4,47	268
Smartphone	23/8/2020	15:31	23/8/2020	15:32	23/8/2020 15:31	23/8/2020 15:32	00:01	0,02	1,17	70
Smartphone	23/8/2020	15:36	23/8/2020	15:38	23/8/2020 15:36	23/8/2020 15:38	00:02	0,04	2,23	134
Smartphone	23/8/2020	15:43	23/8/2020	15:44	23/8/2020 15:43	23/8/2020 15:44	00:01	0,03	1,70	102
Smartphone	23/8/2020	15:53	23/8/2020	15:59	23/8/2020 15:53	23/8/2020 15:59	00:05	0,10	5,90	354
Smartphone	23/8/2020	16:07	23/8/2020	16:09	23/8/2020 16:07	23/8/2020 16:09	00:02	0,04	2,27	136
Smartphone	23/8/2020	16:13	23/8/2020	16:15	23/8/2020 16:13	23/8/2020 16:15	00:01	0,03	1,83	110
Smartphone	23/8/2020	16:33	23/8/2020	16:39	23/8/2020 16:33	23/8/2020 16:39	00:06	0,10	6,12	367
Smartphone	23/8/2020	16:48	23/8/2020	16:58	23/8/2020 16:48	23/8/2020 16:58	00:10	0,17	10,30	618
Smartphone	23/8/2020	17:02	23/8/2020	17:04	23/8/2020 17:02	23/8/2020 17:04	00:02	0,03	2,00	120
Smartphone	23/8/2020	17:18	23/8/2020	17:22	23/8/2020 17:18	23/8/2020 17:22	00:03	0,07	3,93	236
Smartphone	23/8/2020	17:25	23/8/2020	17:31	23/8/2020 17:25	23/8/2020 17:31	00:06	0,11	6,52	391
Smartphone	23/8/2020	17:36	23/8/2020	17:37	23/8/2020 17:36	23/8/2020 17:37	00:01	0,03	1,57	94
Smartphone	23/8/2020	17:40	23/8/2020	17:45	23/8/2020 17:40	23/8/2020 17:45	00:05	0,08	5,03	302
Smartphone	23/8/2020	17:55	23/8/2020	17:56	23/8/2020 17:55	23/8/2020 17:56	00:01	0,02	1,35	81
Smartphone	23/8/2020	18:01	23/8/2020	18:08	23/8/2020 18:01	23/8/2020 18:08	00:06	0,11	6,77	406
Smartphone	23/8/2020	18:19	23/8/2020	18:25	23/8/2020 18:19	23/8/2020 18:25	00:06	0,11	6,47	388
Smartphone	23/8/2020	18:28	23/8/2020	18:31	23/8/2020 18:28	23/8/2020 18:31	00:02	0,04	2,30	138
Smartphone	23/8/2020	18:36	23/8/2020	18:39	23/8/2020 18:36	23/8/2020 18:39	00:02	0,04	2,28	137
Smartphone	23/8/2020	19:07	23/8/2020	19:08	23/8/2020 19:07	23/8/2020 19:08	00:01	0,03	1,52	91
Smartphone	23/8/2020	19:22	23/8/2020	19:23	23/8/2020 19:22	23/8/2020 19:23	00:01	0,03	1,55	93
Smartphone	23/8/2020	19:26	23/8/2020	19:27	23/8/2020 19:26	23/8/2020 19:27	00:01	0,02	1,42	85
Smartphone	23/8/2020	19:42	23/8/2020	19:43	23/8/2020 19:42	23/8/2020 19:43	00:01	0,02	1,15	69
Smartphone	23/8/2020	19:46	23/8/2020	19:48	23/8/2020 19:46	23/8/2020 19:48	00:01	0,03	1,57	94
Smartphone	23/8/2020	19:51	23/8/2020	19:54	23/8/2020 19:51	23/8/2020 19:54	00:02	0,05	2,77	166
Smartphone	23/8/2020	19:59	23/8/2020	20:04	23/8/2020 19:59	23/8/2020 20:04	00:04	0,08	4,83	290
Smartphone	23/8/2020	20:07	23/8/2020	20:08	23/8/2020 20:07	23/8/2020 20:08	00:01	0,02	1,20	72
Smartphone	23/8/2020	20:39	23/8/2020	20:42	23/8/2020 20:39	23/8/2020 20:42	00:03	0,06	3,67	220
Smartphone	23/8/2020	20:47	23/8/2020	20:49	23/8/2020 20:47	23/8/2020 20:49	00:02	0,05	2,87	172
Smartphone	23/8/2020	20:57	23/8/2020	20:59	23/8/2020 20:57	23/8/2020 20:59	00:01	0,03	1,68	101
Smartphone	23/8/2020	21:35	23/8/2020	21:42	23/8/2020 21:35	23/8/2020 21:42	00:06	0,12	6,97	418
Smartphone	23/8/2020	21:50	23/8/2020	21:52	23/8/2020 21:50	23/8/2020 21:52	00:01	0,03	1,62	97
Smartphone	23/8/2020	22:07	23/8/2020	22:08	23/8/2020 22:07	23/8/2020 22:08	00:01	0,02	1,40	84
Smartphone	23/8/2020	22:16	23/8/2020	22:22	23/8/2020 22:16	23/8/2020 22:22	00:06	0,11	6,80	408
Smartphone	23/8/2020	22:27	23/8/2020	22:34	23/8/2020 22:27	23/8/2020 22:34	00:07	0,13	7,52	451
Smartphone	23/8/2020	22:57	23/8/2020	23:00	23/8/2020 22:57	23/8/2020 23:00	00:02	0,04	2,65	159
Smartphone	23/8/2020	23:04	23/8/2020	23:06	23/8/2020 23:04	23/8/2020 23:06	00:01	0,03	1,92	115
Smartphone	23/8/2020	23:09	23/8/2020	23:11	23/8/2020 23:09	23/8/2020 23:11	00:01	0,03	1,72	103
Smartphone	23/8/2020	23:17	23/8/2020	23:24	23/8/2020 23:17	23/8/2020 23:24	00:06	0,11	6,75	405
Smartphone	24/8/2020	08:10	24/8/2020	08:12	24/8/2020 08:10	24/8/2020 08:12	00:02	0,03	2,00	120
Smartphone	24/8/2020	10:21	24/8/2020	10:23	24/8/2020 10:21	24/8/2020 10:23	00:02	0,04	2,28	137
Smartphone	24/8/2020	10:37	24/8/2020	10:38	24/8/2020 10:37	24/8/2020 10:38	00:01	0,02	1,07	64
Smartphone	24/8/2020	10:45	24/8/2020	10:47	24/8/2020 10:45	24/8/2020 10:47	00:01	0,03	1,88	113
Smartphone	24/8/2020	10:50	24/8/2020	10:52	24/8/2020 10:50	24/8/2020 10:52	00:02	0,04	2,35	141
Smartphone	24/8/2020	11:18	24/8/2020	11:20	24/8/2020 11:18	24/8/2020 11:20	00:01	0,03	1,87	112
Smartphone	24/8/2020	11:24	24/8/2020	11:26	24/8/2020 11:24	24/8/2020 11:26	00:01	0,03	1,53	92
Smartphone	24/8/2020	11:47	24/8/2020	11:49	24/8/2020 11:47	24/8/2020 11:49	00:01	0,03	1,78	107
Smartphone	24/8/2020	11:58	24/8/2020	12:02	24/8/2020 11:58	24/8/2020 12:02	00:04	0,08	4,68	281
Smartphone	24/8/2020	12:05	24/8/2020	12:06	24/8/2020 12:05	24/8/2020 12:06	00:01	0,03	1,52	91
Smartphone	24/8/2020	12:08	24/8/2020	12:10	24/8/2020 12:08	24/8/2020 12:10	00:01	0,03	1,65	99
Smartphone	24/8/2020	12:46	24/8/2020	12:49	24/8/2020 12:46	24/8/2020 12:49	00:02	0,05	2,80	168
Smartphone	24/8/2020	13:14	24/8/2020	13:15	24/8/2020 13:14	24/8/2020 13:15	00:01	0,02	1,35	81
Smartphone	24/8/2020	13:27	24/8/2020	13:29	24/8/2020 13:27	24/8/2020 13:29	00:02	0,04	2,33	140
Smartphone	24/8/2020	13:31	24/8/2020	13:45	24/8/2020 13:31	24/8/2020 13:45	00:13	0,22	13,27	796
Smartphone	24/8/2020	13:54	24/8/2020	13:56	24/8/2020 13:54	24/8/2020 13:56	00:01	0,03	1,93	116
Smartphone	24/8/2020	14:05	24/8/2020	14:08	24/8/2020 14:05	24/8/2020 14:08	00:03	0,05	3,22	193
Smartphone	24/8/2020	14:12	24/8/2020	14:16	24/8/2020 14:12	24/8/2020 14:16	00:04	0,07	4,05	243
Smartphone	24/8/2020	14:31	24/8/2020	14:42	24/8/2020 14:31	24/8/2020 14:42	00:10	0,18	10,73	644
Smartphone	24/8/2020	15:16	24/8/2020	15:18	24/8/2020 15:16	24/8/2020 15:18	00:02	0,05	2,93	176
Smartphone	24/8/2020	15:31	24/8/2020	15:36	24/8/2020 15:31	24/8/2020 15:36	00:05	0,09	5,17	310
Smartphone	24/8/2020	15:40	24/8/2020	15:43	24/8/2020 15:40	24/8/2020 15:43	00:02	0,05	2,85	171
Smartphone	24/8/2020	16:00	24/8/2020	16:02	24/8/2020 16:00	24/8/2020 16:02	00:02	0,04	2,35	141
Smartphone	24/8/2020	16:13	24/8/2020	16:15	24/8/2020 16:13	24/8/2020 16:15	00:02	0,04	2,47	148
Smartphone	24/8/2020	16:34	24/8/2020	16:49	24/8/2020 16:34	24/8/2020 16:49	00:15	0,26	15,32	919
Smartphone	24/8/2020	17:05	24/8/2020	17:07	24/8/2020 17:05	24/8/2020 17:07	00:01	0,03	1,55	93
Smartphone	24/8/2020	17:15	24/8/2020	17:17	24/8/2020 17:15	24/8/2020 17:17	00:01	0,02	1,15	69
Smartphone	24/8/2020	17:20	24/8/2020	17:22	24/8/2020 17:20	24/8/2020 17:22	00:01	0,03	1,77	106
Smartphone	24/8/2020	17:28	24/8/2020	17:30	24/8/2020 17:28	24/8/2020 17:30	00:02	0,03	2,03	122
Smartphone	24/8/2020	17:33	24/8/2020	17:35	24/8/2020 17:33	24/8/2020 17:35	00:01	0,03	1,85	111
Smartphone	24/8/2020	18:21	24/8/2020	18:25	24/8/2020 18:21	24/8/2020 18:25	00:03	0,07	3,92	235
Smartphone	24/8/2020	19:31	24/8/2020	19:32	24/8/2020 19:31	24/8/2020 19:32	00:01	0,02	1,18	71
Smartphone	24/8/2020	19:40	24/8/2020	19:45	24/8/2020 19:40	24/8/2020 19:45	00:04	0,08	4,75	285
Smartphone	24/8/2020	20:55	24/8/2020	20:57	24/8/2020 20:55	24/8/2020 20:57	00:01	0,03	1,55	93
Smartphone	24/8/2020	21:03	24/8/2020	21:06	24/8/2020 21:03	24/8/2020 21:06	00:03	0,05	3,00	180
Smartphone	24/8/2020	21:19	24/8/2020	21:20	24/8/2020 21:19	24/8/2020 21:20	00:01	0,03	1,85	111
Smartphone	24/8/2020	21:34	24/8/2020	21:40	24/8/2020 21:34	24/8/2020 21:40	00:06	0,10	6,05	363
Smartphone	24/8/2020	22:01	24/8/2020	22:02	24/8/2020 22:01	24/8/2020 22:02	00:01	0,02	1,03	62
Smartphone	24/8/2020	22:06	24/8/2020	22:09	24/8/2020 22:06	24/8/2020 22:09	00:02	0,05	2,87	172
Smartphone	24/8/2020	22:15	24/8/2020	22:19	24/8/2020 22:15	24/8/2020 22:19	00:03	0,07	3,98	239
Smartphone	24/8/2020	22:29	24/8/2020	22:31	24/8/2020 22:29	24/8/2020 22:31	00:01	0,03	1,72	103
Smartphone	24/8/2020	22:34	24/8/2020	22:39	24/8/2020 22:34	24/8/2020 22:39	00:04	0,07	4,40	264
Smartphone	24/8/2020	23:11	24/8/2020	23:31	24/8/2020 23:11	24/8/2020 23:31	00:19	0,33	19,50	1170
Smartphone	24/8/2020	23:38	24/8/2020	23:59	24/8/2020 23:38	24/8/2020 23:59	00:20	0,34	20,38	1223
Smartphone	24/8/2020	23:38	24/8/2020	23:59	24/8/2020 23:38	24/8/2020 23:59	00:20	0,34	20,38	1223
Smartphone	25/8/2020	00:00	25/8/2020	00:12	25/8/2020 00:00	25/8/2020 00:12	00:12	0,20	12,00	720
Smartphone	25/8/2020	08:10	25/8/2020	08:11	25/8/2020 08:10	25/8/2020 08:11	00:01	0,02	1,00	60
Smartphone	25/8/2020	10:13	25/8/2020	10:16	25/8/2020 10:13	25/8/2020 10:16	00:03	0,06	3,60	216
Smartphone	25/8/2020	10:23	25/8/2020	10:28	25/8/2020 10:23	25/8/2020 10:28	00:04	0,08	4,55	273
Smartphone	25/8/2020	10:34	25/8/2020	10:36	25/8/2020 10:34	25/8/2020 10:36	00:01	0,02	1,33	80
Smartphone	25/8/2020	10:42	25/8/2020	10:50	25/8/2020 10:42	25/8/2020 10:50	00:08	0,13	8,08	485
Smartphone	25/8/2020	11:05	25/8/2020	11:07	25/8/2020 11:05	25/8/2020 11:07	00:01	0,03	1,83	110
Smartphone	25/8/2020	11:17	25/8/2020	11:19	25/8/2020 11:17	25/8/2020 11:19	00:01	0,03	1,63	98
Smartphone	25/8/2020	11:31	25/8/2020	11:33	25/8/2020 11:31	25/8/2020 11:33	00:02	0,04	2,30	138
Smartphone	25/8/2020	11:43	25/8/2020	11:47	25/8/2020 11:43	25/8/2020 11:47	00:04	0,08	4,60	276
Smartphone	25/8/2020	12:11	25/8/2020	12:13	25/8/2020 12:11	25/8/2020 12:13	00:01	0,03	1,90	114
Smartphone	25/8/2020	12:28	25/8/2020	12:39	25/8/2020 12:28	25/8/2020 12:39	00:10	0,18	10,83	650
Smartphone	25/8/2020	13:10	25/8/2020	13:11	25/8/2020 13:10	25/8/2020 13:11	00:01	0,02	1,38	83
Smartphone	25/8/2020	13:19	25/8/2020	13:25	25/8/2020 13:19	25/8/2020 13:25	00:06	0,10	6,10	366
Smartphone	25/8/2020	13:30	25/8/2020	13:33	25/8/2020 13:30	25/8/2020 13:33	00:02	0,04	2,48	149
Smartphone	25/8/2020	13:43	25/8/2020	13:45	25/8/2020 13:43	25/8/2020 13:45	00:01	0,02	1,23	74
Smartphone	25/8/2020	13:50	25/8/2020	13:51	25/8/2020 13:50	25/8/2020 13:51	00:01	0,02	1,48	89
Smartphone	25/8/2020	14:12	25/8/2020	14:15	25/8/2020 14:12	25/8/2020 14:15	00:03	0,06	3,43	206
Smartphone	25/8/2020	14:30	25/8/2020	14:35	25/8/2020 14:30	25/8/2020 14:35	00:04	0,08	4,65	279
Smartphone	25/8/2020	14:45	25/8/2020	14:50	25/8/2020 14:45	25/8/2020 14:50	00:05	0,09	5,70	342
Smartphone	25/8/2020	14:57	25/8/2020	14:58	25/8/2020 14:57	25/8/2020 14:58	00:01	0,02	1,27	76
Smartphone	25/8/2020	15:00	25/8/2020	15:10	25/8/2020 15:00	25/8/2020 15:10	00:09	0,15	9,28	557
Smartphone	25/8/2020	15:13	25/8/2020	15:14	25/8/2020 15:13	25/8/2020 15:14	00:01	0,03	1,75	105
Smartphone	25/8/2020	15:24	25/8/2020	15:27	25/8/2020 15:24	25/8/2020 15:27	00:02	0,05	2,98	179
Smartphone	25/8/2020	15:35	25/8/2020	15:42	25/8/2020 15:35	25/8/2020 15:42	00:06	0,11	6,67	400
Smartphone	25/8/2020	15:56	25/8/2020	15:58	25/8/2020 15:56	25/8/2020 15:58	00:01	0,03	1,58	95
Smartphone	25/8/2020	16:07	25/8/2020	16:11	25/8/2020 16:07	25/8/2020 16:11	00:03	0,05	3,28	197
Smartphone	25/8/2020	16:26	25/8/2020	16:28	25/8/2020 16:26	25/8/2020 16:28	00:01	0,03	1,72	103
Smartphone	25/8/2020	16:53	25/8/2020	16:57	25/8/2020 16:53	25/8/2020 16:57	00:03	0,07	3,90	234
Smartphone	25/8/2020	17:27	25/8/2020	17:44	25/8/2020 17:27	25/8/2020 17:44	00:17	0,29	17,63	1058
Smartphone	25/8/2020	17:59	25/8/2020	18:04	25/8/2020 17:59	25/8/2020 18:04	00:05	0,09	5,52	331
Smartphone	25/8/2020	18:08	25/8/2020	18:11	25/8/2020 18:08	25/8/2020 18:11	00:02	0,04	2,50	150
Smartphone	25/8/2020	18:19	25/8/2020	18:21	25/8/2020 18:19	25/8/2020 18:21	00:01	0,02	1,22	73
Smartphone	25/8/2020	18:27	25/8/2020	18:28	25/8/2020 18:27	25/8/2020 18:28	00:01	0,03	1,70	102
Smartphone	25/8/2020	18:42	25/8/2020	18:43	25/8/2020 18:42	25/8/2020 18:43	00:01	0,02	1,18	71
Smartphone	25/8/2020	18:48	25/8/2020	18:52	25/8/2020 18:48	25/8/2020 18:52	00:03	0,05	3,23	194
Smartphone	25/8/2020	18:55	25/8/2020	18:57	25/8/2020 18:55	25/8/2020 18:57	00:02	0,04	2,13	128
Smartphone	25/8/2020	19:17	25/8/2020	19:21	25/8/2020 19:17	25/8/2020 19:21	00:03	0,06	3,33	200
Smartphone	25/8/2020	19:26	25/8/2020	19:36	25/8/2020 19:26	25/8/2020 19:36	00:09	0,16	9,37	562
Smartphone	25/8/2020	19:56	25/8/2020	19:57	25/8/2020 19:56	25/8/2020 19:57	00:01	0,02	1,27	76
Smartphone	25/8/2020	20:04	25/8/2020	20:07	25/8/2020 20:04	25/8/2020 20:07	00:03	0,05	3,10	186
Smartphone	25/8/2020	20:31	25/8/2020	20:33	25/8/2020 20:31	25/8/2020 20:33	00:02	0,04	2,15	129
Smartphone	25/8/2020	20:38	25/8/2020	20:39	25/8/2020 20:38	25/8/2020 20:39	00:01	0,03	1,58	95
Smartphone	25/8/2020	20:46	25/8/2020	20:55	25/8/2020 20:46	25/8/2020 20:55	00:08	0,15	8,97	538
Smartphone	25/8/2020	21:02	25/8/2020	21:04	25/8/2020 21:02	25/8/2020 21:04	00:02	0,04	2,17	130
Smartphone	25/8/2020	21:07	25/8/2020	21:14	25/8/2020 21:07	25/8/2020 21:14	00:07	0,13	7,95	477
Smartphone	25/8/2020	21:26	25/8/2020	21:30	25/8/2020 21:26	25/8/2020 21:30	00:03	0,06	3,67	220
Smartphone	25/8/2020	21:33	25/8/2020	21:37	25/8/2020 21:33	25/8/2020 21:37	00:03	0,06	3,48	209
Smartphone	25/8/2020	21:39	25/8/2020	21:44	25/8/2020 21:39	25/8/2020 21:44	00:04	0,07	4,20	252
Smartphone	25/8/2020	22:13	25/8/2020	22:15	25/8/2020 22:13	25/8/2020 22:15	00:01	0,03	1,62	97
Smartphone	25/8/2020	22:19	25/8/2020	22:22	25/8/2020 22:19	25/8/2020 22:22	00:03	0,05	3,12	187
Smartphone	25/8/2020	22:27	25/8/2020	22:29	25/8/2020 22:27	25/8/2020 22:29	00:01	0,03	1,90	114
Smartphone	25/8/2020	22:39	25/8/2020	22:42	25/8/2020 22:39	25/8/2020 22:42	00:03	0,05	3,05	183
Smartphone	25/8/2020	23:06	25/8/2020	23:07	25/8/2020 23:06	25/8/2020 23:07	00:01	0,03	1,65	99
Smartphone	25/8/2020	23:13	25/8/2020	23:41	25/8/2020 23:13	25/8/2020 23:41	00:27	0,46	27,75	1665
Smartphone	26/8/2020	08:10	26/8/2020	08:13	26/8/2020 08:10	26/8/2020 08:13	00:03	0,05	3,00	180
Smartphone	26/8/2020	10:11	26/8/2020	10:21	26/8/2020 10:11	26/8/2020 10:21	00:10	0,17	10,45	627
Smartphone	26/8/2020	10:34	26/8/2020	10:35	26/8/2020 10:34	26/8/2020 10:35	00:01	0,02	1,25	75
Smartphone	26/8/2020	10:54	26/8/2020	10:56	26/8/2020 10:54	26/8/2020 10:56	00:01	0,03	1,62	97
Smartphone	26/8/2020	10:59	26/8/2020	11:00	26/8/2020 10:59	26/8/2020 11:00	00:01	0,02	1,03	62
Smartphone	26/8/2020	11:19	26/8/2020	11:21	26/8/2020 11:19	26/8/2020 11:21	00:02	0,04	2,33	140
Smartphone	26/8/2020	11:32	26/8/2020	11:42	26/8/2020 11:32	26/8/2020 11:42	00:10	0,17	10,43	626
Smartphone	26/8/2020	11:49	26/8/2020	11:52	26/8/2020 11:49	26/8/2020 11:52	00:02	0,05	2,92	175
Smartphone	26/8/2020	11:55	26/8/2020	11:58	26/8/2020 11:55	26/8/2020 11:58	00:02	0,04	2,52	151
Smartphone	26/8/2020	12:41	26/8/2020	12:49	26/8/2020 12:41	26/8/2020 12:49	00:08	0,13	8,10	486
Smartphone	26/8/2020	12:59	26/8/2020	13:01	26/8/2020 12:59	26/8/2020 13:01	00:02	0,04	2,62	157
Smartphone	26/8/2020	13:04	26/8/2020	13:06	26/8/2020 13:04	26/8/2020 13:06	00:01	0,02	1,42	85
Smartphone	26/8/2020	13:21	26/8/2020	13:24	26/8/2020 13:21	26/8/2020 13:24	00:03	0,05	3,03	182
Smartphone	26/8/2020	13:44	26/8/2020	13:45	26/8/2020 13:44	26/8/2020 13:45	00:01	0,03	1,85	111
Smartphone	26/8/2020	13:52	26/8/2020	13:54	26/8/2020 13:52	26/8/2020 13:54	00:02	0,04	2,53	152
Smartphone	26/8/2020	13:57	26/8/2020	14:01	26/8/2020 13:57	26/8/2020 14:01	00:03	0,06	3,83	230
Smartphone	26/8/2020	14:14	26/8/2020	14:15	26/8/2020 14:14	26/8/2020 14:15	00:01	0,02	1,07	64
Smartphone	26/8/2020	14:25	26/8/2020	14:28	26/8/2020 14:25	26/8/2020 14:28	00:02	0,04	2,62	157
Smartphone	26/8/2020	14:38	26/8/2020	14:43	26/8/2020 14:38	26/8/2020 14:43	00:04	0,08	4,88	293
Smartphone	26/8/2020	15:02	26/8/2020	15:03	26/8/2020 15:02	26/8/2020 15:03	00:01	0,02	1,03	62
Smartphone	26/8/2020	15:33	26/8/2020	15:35	26/8/2020 15:33	26/8/2020 15:35	00:01	0,03	1,82	109
Smartphone	26/8/2020	15:47	26/8/2020	15:50	26/8/2020 15:47	26/8/2020 15:50	00:02	0,05	2,80	168
Smartphone	26/8/2020	15:56	26/8/2020	16:00	26/8/2020 15:56	26/8/2020 16:00	00:04	0,07	4,08	245
Smartphone	26/8/2020	16:05	26/8/2020	16:09	26/8/2020 16:05	26/8/2020 16:09	00:03	0,06	3,70	222
Smartphone	26/8/2020	16:11	26/8/2020	16:13	26/8/2020 16:11	26/8/2020 16:13	00:01	0,02	1,45	87
Smartphone	26/8/2020	16:35	26/8/2020	16:39	26/8/2020 16:35	26/8/2020 16:39	00:03	0,06	3,85	231
Smartphone	26/8/2020	16:45	26/8/2020	16:48	26/8/2020 16:45	26/8/2020 16:48	00:03	0,05	3,20	192
Smartphone	26/8/2020	16:51	26/8/2020	16:56	26/8/2020 16:51	26/8/2020 16:56	00:04	0,08	4,63	278
Smartphone	26/8/2020	17:11	26/8/2020	17:25	26/8/2020 17:11	26/8/2020 17:25	00:14	0,24	14,52	871
Smartphone	26/8/2020	17:32	26/8/2020	17:36	26/8/2020 17:32	26/8/2020 17:36	00:03	0,06	3,52	211
Smartphone	26/8/2020	18:06	26/8/2020	18:11	26/8/2020 18:06	26/8/2020 18:11	00:05	0,09	5,12	307
Smartphone	26/8/2020	18:18	26/8/2020	18:22	26/8/2020 18:18	26/8/2020 18:22	00:04	0,07	4,32	259
Smartphone	26/8/2020	18:24	26/8/2020	18:31	26/8/2020 18:24	26/8/2020 18:31	00:06	0,11	6,48	389
Smartphone	26/8/2020	18:36	26/8/2020	18:42	26/8/2020 18:36	26/8/2020 18:42	00:06	0,11	6,63	398
Smartphone	26/8/2020	18:45	26/8/2020	18:51	26/8/2020 18:45	26/8/2020 18:51	00:06	0,10	6,12	367
Smartphone	26/8/2020	19:10	26/8/2020	19:16	26/8/2020 19:10	26/8/2020 19:16	00:05	0,10	5,93	356
Smartphone	26/8/2020	19:22	26/8/2020	19:27	26/8/2020 19:22	26/8/2020 19:27	00:05	0,09	5,18	311
Smartphone	26/8/2020	19:33	26/8/2020	19:35	26/8/2020 19:33	26/8/2020 19:35	00:02	0,04	2,30	138
Smartphone	26/8/2020	19:38	26/8/2020	19:41	26/8/2020 19:38	26/8/2020 19:41	00:03	0,05	3,20	192
Smartphone	26/8/2020	19:46	26/8/2020	19:50	26/8/2020 19:46	26/8/2020 19:50	00:03	0,06	3,55	213
Smartphone	26/8/2020	19:52	26/8/2020	19:53	26/8/2020 19:52	26/8/2020 19:53	00:01	0,02	1,42	85
Smartphone	26/8/2020	20:05	26/8/2020	20:08	26/8/2020 20:05	26/8/2020 20:08	00:03	0,06	3,42	205
Smartphone	26/8/2020	20:20	26/8/2020	20:28	26/8/2020 20:20	26/8/2020 20:28	00:08	0,14	8,20	492
Smartphone	26/8/2020	20:31	26/8/2020	20:33	26/8/2020 20:31	26/8/2020 20:33	00:01	0,02	1,20	72
Smartphone	26/8/2020	20:50	26/8/2020	20:52	26/8/2020 20:50	26/8/2020 20:52	00:01	0,03	1,93	116
Smartphone	26/8/2020	21:00	26/8/2020	21:08	26/8/2020 21:00	26/8/2020 21:08	00:07	0,13	7,52	451
Smartphone	26/8/2020	21:13	26/8/2020	21:14	26/8/2020 21:13	26/8/2020 21:14	00:01	0,03	1,52	91
Smartphone	26/8/2020	21:20	26/8/2020	21:24	26/8/2020 21:20	26/8/2020 21:24	00:03	0,07	3,93	236
Smartphone	26/8/2020	21:28	26/8/2020	21:30	26/8/2020 21:28	26/8/2020 21:30	00:01	0,03	1,90	114
Smartphone	26/8/2020	21:36	26/8/2020	21:38	26/8/2020 21:36	26/8/2020 21:38	00:01	0,03	1,78	107
Smartphone	26/8/2020	21:45	26/8/2020	21:46	26/8/2020 21:45	26/8/2020 21:46	00:01	0,02	1,45	87
Smartphone	26/8/2020	21:53	26/8/2020	21:56	26/8/2020 21:53	26/8/2020 21:56	00:02	0,04	2,55	153
Smartphone	26/8/2020	22:07	26/8/2020	22:14	26/8/2020 22:07	26/8/2020 22:14	00:06	0,12	6,93	416
Smartphone	26/8/2020	22:23	26/8/2020	22:24	26/8/2020 22:23	26/8/2020 22:24	00:01	0,03	1,85	111
Smartphone	26/8/2020	22:27	26/8/2020	22:30	26/8/2020 22:27	26/8/2020 22:30	00:03	0,05	3,12	187
Smartphone	26/8/2020	22:49	26/8/2020	23:03	26/8/2020 22:49	26/8/2020 23:03	00:13	0,23	13,65	819
Smartphone	26/8/2020	23:05	26/8/2020	23:07	26/8/2020 23:05	26/8/2020 23:07	00:01	0,03	1,50	90
Smartphone	26/8/2020	23:13	26/8/2020	23:19	26/8/2020 23:13	26/8/2020 23:19	00:05	0,10	5,87	352
Smartphone	26/8/2020	23:28	26/8/2020	23:57	26/8/2020 23:28	26/8/2020 23:57	00:28	0,48	28,93	1736
